image_path,room_type,style
../data/raw\bathroom\minimalist\bathroom_minimalist_23.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_24.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_25.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_26.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_27.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_28.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_29.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_3.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_30.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_31.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_32.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_33.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_34.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_35.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_36.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_37.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_38.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_39.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_4.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_40.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_41.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_42.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_43.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_44.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_45.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_46.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_47.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_48.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_49.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_5.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_50.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_51.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_52.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_53.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_54.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_55.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_56.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_57.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_58.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_59.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_6.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_60.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_61.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_62.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_63.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_64.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_65.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_66.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_67.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_68.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_69.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_7.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_70.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_71.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_72.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_73.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_74.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_75.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_76.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_77.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_78.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_79.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_8.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_80.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_81.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_82.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_83.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_84.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_85.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_86.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_87.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_88.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_89.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_9.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_90.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_91.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_92.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_93.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_94.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_95.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_96.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_97.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_98.jpg,bathroom,minimalist
../data/raw\bathroom\minimalist\bathroom_minimalist_99.jpg,bathroom,minimalist
../data/raw\bathroom\modern\bathroom_modern_0.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_1.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_10.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_100.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_101.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_102.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_103.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_104.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_105.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_106.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_107.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_108.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_109.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_11.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_110.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_111.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_112.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_113.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_114.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_115.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_116.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_117.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_118.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_119.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_12.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_120.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_121.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_122.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_123.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_124.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_125.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_126.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_127.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_128.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_129.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_13.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_130.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_131.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_132.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_133.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_134.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_135.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_136.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_137.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_14.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_15.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_16.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_17.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_18.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_19.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_2.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_20.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_21.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_22.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_23.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_24.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_25.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_26.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_27.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_28.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_29.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_3.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_30.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_31.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_32.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_33.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_34.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_35.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_36.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_37.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_38.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_39.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_4.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_40.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_41.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_42.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_43.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_44.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_45.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_46.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_47.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_48.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_49.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_5.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_50.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_51.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_52.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_53.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_54.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_55.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_56.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_57.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_58.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_59.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_6.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_60.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_61.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_62.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_63.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_64.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_65.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_66.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_67.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_68.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_69.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_7.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_70.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_71.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_72.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_73.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_74.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_75.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_76.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_77.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_78.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_79.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_8.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_80.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_81.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_82.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_83.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_84.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_85.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_86.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_87.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_88.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_89.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_9.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_90.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_91.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_92.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_93.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_94.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_95.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_96.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_97.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_98.jpg,bathroom,modern
../data/raw\bathroom\modern\bathroom_modern_99.jpg,bathroom,modern
../data/raw\bathroom\scandinavian\bathroom_scandinavian_0.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_1.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_10.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_100.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_101.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_102.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_103.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_104.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_105.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_106.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_107.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_108.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_109.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_11.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_110.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_111.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_112.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_113.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_114.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_115.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_116.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_117.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_118.jpg,bathroom,scandinavian
../data/raw\bathroom\scandinavian\bathroom_scandinavian_119.jpg,bathroom,scandinavian
